Absolute path;Relative path;Class
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0491.txt;..\dataset\good\0491.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0492.txt;..\dataset\good\0492.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0493.txt;..\dataset\good\0493.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0494.txt;..\dataset\good\0494.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0495.txt;..\dataset\good\0495.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0496.txt;..\dataset\good\0496.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0497.txt;..\dataset\good\0497.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0498.txt;..\dataset\good\0498.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0499.txt;..\dataset\good\0499.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0500.txt;..\dataset\good\0500.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0501.txt;..\dataset\good\0501.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0502.txt;..\dataset\good\0502.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0503.txt;..\dataset\good\0503.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0504.txt;..\dataset\good\0504.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0505.txt;..\dataset\good\0505.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0506.txt;..\dataset\good\0506.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0507.txt;..\dataset\good\0507.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0508.txt;..\dataset\good\0508.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0509.txt;..\dataset\good\0509.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0510.txt;..\dataset\good\0510.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0511.txt;..\dataset\good\0511.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0512.txt;..\dataset\good\0512.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0513.txt;..\dataset\good\0513.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0514.txt;..\dataset\good\0514.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0515.txt;..\dataset\good\0515.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0516.txt;..\dataset\good\0516.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0517.txt;..\dataset\good\0517.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0518.txt;..\dataset\good\0518.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0519.txt;..\dataset\good\0519.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0520.txt;..\dataset\good\0520.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0521.txt;..\dataset\good\0521.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0522.txt;..\dataset\good\0522.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0523.txt;..\dataset\good\0523.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0524.txt;..\dataset\good\0524.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0525.txt;..\dataset\good\0525.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0526.txt;..\dataset\good\0526.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0527.txt;..\dataset\good\0527.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0528.txt;..\dataset\good\0528.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0529.txt;..\dataset\good\0529.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0530.txt;..\dataset\good\0530.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0531.txt;..\dataset\good\0531.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0532.txt;..\dataset\good\0532.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0533.txt;..\dataset\good\0533.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0534.txt;..\dataset\good\0534.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0535.txt;..\dataset\good\0535.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0536.txt;..\dataset\good\0536.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0537.txt;..\dataset\good\0537.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0538.txt;..\dataset\good\0538.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0539.txt;..\dataset\good\0539.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0540.txt;..\dataset\good\0540.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0541.txt;..\dataset\good\0541.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0542.txt;..\dataset\good\0542.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0543.txt;..\dataset\good\0543.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0544.txt;..\dataset\good\0544.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0545.txt;..\dataset\good\0545.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0546.txt;..\dataset\good\0546.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0547.txt;..\dataset\good\0547.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0548.txt;..\dataset\good\0548.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0549.txt;..\dataset\good\0549.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0550.txt;..\dataset\good\0550.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0551.txt;..\dataset\good\0551.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0552.txt;..\dataset\good\0552.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0553.txt;..\dataset\good\0553.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0554.txt;..\dataset\good\0554.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0555.txt;..\dataset\good\0555.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0556.txt;..\dataset\good\0556.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0557.txt;..\dataset\good\0557.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0558.txt;..\dataset\good\0558.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0559.txt;..\dataset\good\0559.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0560.txt;..\dataset\good\0560.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0561.txt;..\dataset\good\0561.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0562.txt;..\dataset\good\0562.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0563.txt;..\dataset\good\0563.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0564.txt;..\dataset\good\0564.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0565.txt;..\dataset\good\0565.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0566.txt;..\dataset\good\0566.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0567.txt;..\dataset\good\0567.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0568.txt;..\dataset\good\0568.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0569.txt;..\dataset\good\0569.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0570.txt;..\dataset\good\0570.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0571.txt;..\dataset\good\0571.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0572.txt;..\dataset\good\0572.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0573.txt;..\dataset\good\0573.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0574.txt;..\dataset\good\0574.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0575.txt;..\dataset\good\0575.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0576.txt;..\dataset\good\0576.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0577.txt;..\dataset\good\0577.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0578.txt;..\dataset\good\0578.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0579.txt;..\dataset\good\0579.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0580.txt;..\dataset\good\0580.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0581.txt;..\dataset\good\0581.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0582.txt;..\dataset\good\0582.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0583.txt;..\dataset\good\0583.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0584.txt;..\dataset\good\0584.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0585.txt;..\dataset\good\0585.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0586.txt;..\dataset\good\0586.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0587.txt;..\dataset\good\0587.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0588.txt;..\dataset\good\0588.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0589.txt;..\dataset\good\0589.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0590.txt;..\dataset\good\0590.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0591.txt;..\dataset\good\0591.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0592.txt;..\dataset\good\0592.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0593.txt;..\dataset\good\0593.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0594.txt;..\dataset\good\0594.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0595.txt;..\dataset\good\0595.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0596.txt;..\dataset\good\0596.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0597.txt;..\dataset\good\0597.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0598.txt;..\dataset\good\0598.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0599.txt;..\dataset\good\0599.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0600.txt;..\dataset\good\0600.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0601.txt;..\dataset\good\0601.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0602.txt;..\dataset\good\0602.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0603.txt;..\dataset\good\0603.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0604.txt;..\dataset\good\0604.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0605.txt;..\dataset\good\0605.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0606.txt;..\dataset\good\0606.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0607.txt;..\dataset\good\0607.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0608.txt;..\dataset\good\0608.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0609.txt;..\dataset\good\0609.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0610.txt;..\dataset\good\0610.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0611.txt;..\dataset\good\0611.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0612.txt;..\dataset\good\0612.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0613.txt;..\dataset\good\0613.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0614.txt;..\dataset\good\0614.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0615.txt;..\dataset\good\0615.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0616.txt;..\dataset\good\0616.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0617.txt;..\dataset\good\0617.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0618.txt;..\dataset\good\0618.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0619.txt;..\dataset\good\0619.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0620.txt;..\dataset\good\0620.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0621.txt;..\dataset\good\0621.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0622.txt;..\dataset\good\0622.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0623.txt;..\dataset\good\0623.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0624.txt;..\dataset\good\0624.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0625.txt;..\dataset\good\0625.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0626.txt;..\dataset\good\0626.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0627.txt;..\dataset\good\0627.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0628.txt;..\dataset\good\0628.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0629.txt;..\dataset\good\0629.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0630.txt;..\dataset\good\0630.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0631.txt;..\dataset\good\0631.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0632.txt;..\dataset\good\0632.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0633.txt;..\dataset\good\0633.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0634.txt;..\dataset\good\0634.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0635.txt;..\dataset\good\0635.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0636.txt;..\dataset\good\0636.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0637.txt;..\dataset\good\0637.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0638.txt;..\dataset\good\0638.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0639.txt;..\dataset\good\0639.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0640.txt;..\dataset\good\0640.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0641.txt;..\dataset\good\0641.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0642.txt;..\dataset\good\0642.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0643.txt;..\dataset\good\0643.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0644.txt;..\dataset\good\0644.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0645.txt;..\dataset\good\0645.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0646.txt;..\dataset\good\0646.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0647.txt;..\dataset\good\0647.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0648.txt;..\dataset\good\0648.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0649.txt;..\dataset\good\0649.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0650.txt;..\dataset\good\0650.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0651.txt;..\dataset\good\0651.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0652.txt;..\dataset\good\0652.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0653.txt;..\dataset\good\0653.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0654.txt;..\dataset\good\0654.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0655.txt;..\dataset\good\0655.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0656.txt;..\dataset\good\0656.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0657.txt;..\dataset\good\0657.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0658.txt;..\dataset\good\0658.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0659.txt;..\dataset\good\0659.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0660.txt;..\dataset\good\0660.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0661.txt;..\dataset\good\0661.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0662.txt;..\dataset\good\0662.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0663.txt;..\dataset\good\0663.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0664.txt;..\dataset\good\0664.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0665.txt;..\dataset\good\0665.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0666.txt;..\dataset\good\0666.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0667.txt;..\dataset\good\0667.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0668.txt;..\dataset\good\0668.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0669.txt;..\dataset\good\0669.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0670.txt;..\dataset\good\0670.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0671.txt;..\dataset\good\0671.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0672.txt;..\dataset\good\0672.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0673.txt;..\dataset\good\0673.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0674.txt;..\dataset\good\0674.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0675.txt;..\dataset\good\0675.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0676.txt;..\dataset\good\0676.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0677.txt;..\dataset\good\0677.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0678.txt;..\dataset\good\0678.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0679.txt;..\dataset\good\0679.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0680.txt;..\dataset\good\0680.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0681.txt;..\dataset\good\0681.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0682.txt;..\dataset\good\0682.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0683.txt;..\dataset\good\0683.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0684.txt;..\dataset\good\0684.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0685.txt;..\dataset\good\0685.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0686.txt;..\dataset\good\0686.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0687.txt;..\dataset\good\0687.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0688.txt;..\dataset\good\0688.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0689.txt;..\dataset\good\0689.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0690.txt;..\dataset\good\0690.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0691.txt;..\dataset\good\0691.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0692.txt;..\dataset\good\0692.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0693.txt;..\dataset\good\0693.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0694.txt;..\dataset\good\0694.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0695.txt;..\dataset\good\0695.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0696.txt;..\dataset\good\0696.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0697.txt;..\dataset\good\0697.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0698.txt;..\dataset\good\0698.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0699.txt;..\dataset\good\0699.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0700.txt;..\dataset\good\0700.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0701.txt;..\dataset\good\0701.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0702.txt;..\dataset\good\0702.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0703.txt;..\dataset\good\0703.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0704.txt;..\dataset\good\0704.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0705.txt;..\dataset\good\0705.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0706.txt;..\dataset\good\0706.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0707.txt;..\dataset\good\0707.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0708.txt;..\dataset\good\0708.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0709.txt;..\dataset\good\0709.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0710.txt;..\dataset\good\0710.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0711.txt;..\dataset\good\0711.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0712.txt;..\dataset\good\0712.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0713.txt;..\dataset\good\0713.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0714.txt;..\dataset\good\0714.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0715.txt;..\dataset\good\0715.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0716.txt;..\dataset\good\0716.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0717.txt;..\dataset\good\0717.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0718.txt;..\dataset\good\0718.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0719.txt;..\dataset\good\0719.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0720.txt;..\dataset\good\0720.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0721.txt;..\dataset\good\0721.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0722.txt;..\dataset\good\0722.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0723.txt;..\dataset\good\0723.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0724.txt;..\dataset\good\0724.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0725.txt;..\dataset\good\0725.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0726.txt;..\dataset\good\0726.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0727.txt;..\dataset\good\0727.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0728.txt;..\dataset\good\0728.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0729.txt;..\dataset\good\0729.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0730.txt;..\dataset\good\0730.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0731.txt;..\dataset\good\0731.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0732.txt;..\dataset\good\0732.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0733.txt;..\dataset\good\0733.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0734.txt;..\dataset\good\0734.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0735.txt;..\dataset\good\0735.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0736.txt;..\dataset\good\0736.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0737.txt;..\dataset\good\0737.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0738.txt;..\dataset\good\0738.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0739.txt;..\dataset\good\0739.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0740.txt;..\dataset\good\0740.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0741.txt;..\dataset\good\0741.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0742.txt;..\dataset\good\0742.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0743.txt;..\dataset\good\0743.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0744.txt;..\dataset\good\0744.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0745.txt;..\dataset\good\0745.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0746.txt;..\dataset\good\0746.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0747.txt;..\dataset\good\0747.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0748.txt;..\dataset\good\0748.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0749.txt;..\dataset\good\0749.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0750.txt;..\dataset\good\0750.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0751.txt;..\dataset\good\0751.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0752.txt;..\dataset\good\0752.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0753.txt;..\dataset\good\0753.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0754.txt;..\dataset\good\0754.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0755.txt;..\dataset\good\0755.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0756.txt;..\dataset\good\0756.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0757.txt;..\dataset\good\0757.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0758.txt;..\dataset\good\0758.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0759.txt;..\dataset\good\0759.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0760.txt;..\dataset\good\0760.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0761.txt;..\dataset\good\0761.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0762.txt;..\dataset\good\0762.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0763.txt;..\dataset\good\0763.txt;good
C:\Users\nika\Desktop\python\Labochka_2\dataset\good\0764.txt;..\dataset\good\0764.txt;good
